card,tcg,ck_price,mp_price,ck_pct,mp_pct,units,origin,band
Runaway Steam-Kin,1.66,2.79,1.25,68.07228915662652,-24.69879518072289,1305.0,live,$1-2
"Doc Samson, Super Psychiatrist",0.27,0.35,0.15,29.62962962962961,-44.44444444444445,1943.0,live,$0-1
"Gyome, Master Chef",1.01,1.49,0.45,47.52475247524752,-55.44554455445545,1713.0,live,$1-2
Abandon Attachments,0.36,0.39,0.15,8.333333333333341,-58.333333333333336,2412.0,live,$0-1
Buster Sword,49.49,64.99,43.89,31.31945847645988,-11.315417256011315,1115.0,live,$20-50
Phyrexian Arena,4.31,5.49,4.14,27.378190255220435,-3.944315545243618,1192.0,live,$2-5
Ouroboroid,34.63,42.99,30.21,24.140918278948885,-12.763499855616525,1226.0,live,$20-50
Super-Skrull,0.27,0.49,0.15,81.48148148148147,-44.44444444444445,1695.0,live,$0-1
Leyline Axe,2.47,4.99,1.3,102.0242914979757,-47.36842105263158,1324.0,live,$2-5
Bloom Tender,12.81,17.99,12.11,40.43715846994534,-5.464480874316948,1176.0,live,$10-20
Unbound Flourishing,1.99,2.99,1.64,50.251256281407045,-17.587939698492466,1671.0,live,$1-2
"Rionya, Fire Dancer",0.47,0.49,0.2,4.255319148936175,-57.44680851063829,1962.0,live,$0-1
Tataru Taru,8.1,9.99,8.120000000000001,23.333333333333343,0.2469135802469302,1887.0,live,$5-10
Culling Ritual,1.19,1.49,0.79,25.21008403361345,-33.613445378151255,1222.0,live,$1-2
Cursed Mirror,0.47,0.79,0.33,68.08510638297875,-29.787234042553184,1737.0,live,$0-1
Shattered Sanctum (Borderless),2.22,4.49,1.51,102.25225225225223,-31.98198198198199,1237.0,live,$2-5
Enter the Enigma,0.35,0.99,0.15,182.8571428571429,-57.14285714285714,1484.0,live,$0-1
Ashnod's Altar,15.59,16.99,12.19,8.980115458627317,-21.808851828094937,1160.0,live,$10-20
Hop to It,0.23,0.35,0.15,52.17391304347825,-34.78260869565218,1629.0,live,$0-1
Rhystic Study,60.17,79.99,55.91,32.94000332391556,-7.079940169519702,1168.0,live,$50-100
Academy Ruins,5.28,8.49,4.08,60.79545454545454,-22.72727272727273,1183.0,live,$5-10
Super Shredder,19.3,21.99,18.75,13.93782383419688,-2.8497409326424905,1210.0,live,$10-20
Glimpse of Nature,0.94,1.29,0.25,37.2340425531915,-73.40425531914893,1331.0,live,$0-1
Turbulent Fen,6.17,7.49,5.93,21.393841166936795,-3.88978930307942,1481.0,live,$5-10
Stump Stomp,0.36,0.99,0.15,175.0,-58.333333333333336,1360.0,live,$0-1
Fire Magic,0.85,0.99,0.15,16.47058823529412,-82.35294117647058,1642.0,live,$0-1
Naktamun Lorespinner,1.9,2.79,1.14,46.842105263157904,-40.0,1569.0,live,$1-2
Erode (Extended Art),7.37,11.99,6.68,62.68656716417911,-9.362279511533249,1255.0,live,$5-10
Scurry of Squirrels,5.43,4.99,4.2700000000000005,-8.103130755064448,-21.362799263351736,2362.0,live,$5-10
Sol Ring,1.61,2.79,1.35,73.2919254658385,-16.149068322981368,2241.0,live,$1-2
Sewer-veillance Cam,0.31,0.35,0.15,12.903225806451609,-51.61290322580645,2104.0,live,$0-1
Currency Converter,1.69,2.49,1.44,47.3372781065089,-14.792899408284024,1907.0,live,$1-2
Blasphemous Edict,4.52,6.99,4.12,54.64601769911507,-8.849557522123883,1224.0,live,$2-5
Liquimetal Torque,3.91,4.99,3.12,27.621483375959084,-20.20460358056266,1162.0,live,$2-5
Enduring Innocence,3.44,6.99,3.0500000000000003,103.19767441860466,-11.337209302325572,1269.0,live,$2-5
Plains (0262) (Borderless),0.92,1.79,0.44,94.56521739130434,-52.17391304347826,3001.0,live,$0-1
Brushland,0.42,1.29,0.36,207.1428571428572,-14.285714285714285,1773.0,live,$0-1
Guardian Augmenter,1.01,1.99,0.39,97.02970297029702,-61.38613861386138,1741.0,live,$1-2
Ninja Pizza,3.19,4.99,2.6,56.42633228840126,-18.49529780564263,1480.0,live,$2-5
"Nick Fury, Agent of S.H.I.E.L.D.",0.32,0.49,0.15,53.12499999999999,-53.125,1876.0,live,$0-1
"Torbran, Thane of Red Fell",3.87,5.99,3.35,54.78036175710594,-13.436692506459949,1304.0,live,$2-5
Anticausal Vestige,1.37,1.99,0.77,45.255474452554736,-43.79562043795621,1328.0,live,$1-2
Troll of Khazad-dum,0.75,1.79,0.4,138.66666666666669,-46.66666666666666,2175.0,live,$0-1
"Spider-Woman, Stunning Savior",1.93,2.49,0.5700000000000001,29.01554404145079,-70.46632124352331,1276.0,live,$1-2
Daze,0.96,2.29,0.84,138.54166666666669,-12.5,1231.0,live,$0-1
Violent Outburst,3.75,5.99,1.4,59.73333333333334,-62.66666666666667,2852.0,live,$2-5
Kami of Whispered Hopes,2.79,3.99,2.08,43.01075268817205,-25.44802867383512,1166.0,live,$2-5
Big Score,1.41,2.79,0.71,97.87234042553192,-49.645390070921984,1133.0,live,$1-2
Voice of Victory,17.44,27.99,15.63,60.49311926605503,-10.37844036697248,1232.0,live,$10-20
Red Elemental Blast,3.81,5.49,3.02,44.09448818897639,-20.73490813648294,2085.0,live,$2-5
"Dawnsire, Sunstar Dreadnought",7.31,8.99,5.91,22.98221614227087,-19.15184678522571,1148.0,live,$5-10
Expansion Algorithm,2.17,2.79,1.56,28.571428571428577,-28.110599078341007,1515.0,live,$2-5
Bitterbloom Bearer,15.44,21.99,15.61,42.42227979274611,1.1010362694300513,1128.0,live,$10-20
Guide of Souls,3.08,3.99,1.54,29.545454545454547,-50.0,1555.0,live,$2-5
Kessig Flamebreather,4.08,4.99,3.4,22.30392156862745,-16.66666666666667,2467.0,live,$2-5
Pyroblast,8.77,13.99,6.25,59.52109464082099,-28.73432155074116,1811.0,live,$5-10
Rogue's Passage,0.42,0.99,0.38,135.71428571428575,-9.523809523809518,1667.0,live,$0-1
Path to Exile,1.17,2.79,1.04,138.46153846153848,-11.111111111111102,1567.0,live,$1-2
Eumidian Terrabotanist,0.34,0.35,0.15,2.9411764705882213,-55.88235294117647,1372.0,live,$0-1
Skullclamp,6.69,8.99,5.21,34.3796711509716,-22.122571001494773,1244.0,live,$5-10
Multiversal Passage,7.29,9.99,5.68,37.03703703703704,-22.08504801097394,1312.0,live,$5-10
Full Throttle,6.62,6.99,5.63,5.589123867069488,-14.954682779456196,1137.0,live,$5-10
Oakhollow Village,0.5,0.79,0.15,58.00000000000001,-70.0,1510.0,live,$0-1
"Ardenn, Intrepid Archaeologist",5.73,5.99,4.55,4.537521815008723,-20.593368237347303,1131.0,live,$5-10
Fire Nation Palace,2.37,2.79,0.67,17.72151898734177,-71.72995780590718,1230.0,live,$2-5
Arc Reactor (Borderless),2.62,2.79,0.72,6.488549618320608,-72.51908396946564,1246.0,live,$2-5
Gleaming Bastion (Borderless),3.33,4.99,3.28,49.84984984984985,-1.5015015015015094,1353.0,live,$2-5
Pest Infestation,0.54,0.79,0.48,46.29629629629629,-11.11111111111112,1457.0,live,$0-1
Primordial Hydra,1.42,1.49,1.06,4.929577464788737,-25.352112676056333,1861.0,live,$1-2
Damning Verdict,3.48,6.49,3.35,86.49425287356323,-3.735632183908043,1287.0,live,$2-5
Frog Butler,0.28,0.35,0.15,24.999999999999982,-46.42857142857144,1552.0,live,$0-1
Tyvar's Stand,0.65,1.99,0.65,206.15384615384613,0.0,1805.0,live,$0-1
"Iron Man, Bleeding Edge",7.72,9.99,7.62,29.40414507772021,-1.2953367875647623,1066.0,live,$5-10
Thunderclap Drake,0.6,0.99,0.26,65.0,-56.66666666666666,1786.0,live,$0-1
Starfield Vocalist,1.48,1.99,0.62,34.45945945945946,-58.108108108108105,1425.0,live,$1-2
Rapturous Moment,0.26,0.35,0.15,34.615384615384606,-42.30769230769232,1451.0,live,$0-1
Firemane Commando,1.0,1.99,0.77,99.0,-23.0,1892.0,live,$1-2
"Iron Spider, Stark Upgrade",2.36,3.49,0.62,47.881355932203405,-73.72881355932202,1174.0,live,$2-5
The Last Agni Kai,2.76,3.99,1.28,44.565217391304365,-53.62318840579709,1206.0,live,$2-5
Dreamroot Cascade (Borderless),1.65,2.49,0.96,50.90909090909093,-41.81818181818181,1198.0,live,$1-2
Up the Beanstalk,2.29,2.99,1.13,30.56768558951965,-50.655021834061145,1269.0,live,$2-5
Berserk,7.32,8.49,7.15,15.983606557377048,-2.3224043715846987,1125.0,live,$5-10
Nightscape Familiar,0.38,0.79,0.28,107.89473684210526,-26.315789473684205,1293.0,live,$0-1
Swiftfoot Boots,2.37,3.99,2.36,68.35443037974683,-0.421940928270052,1393.0,live,$2-5
Path of Ancestry,0.33,0.35,0.15,6.060606060606049,-54.54545454545456,2221.0,live,$0-1
Nature's Lore,2.83,4.49,2.59,58.65724381625442,-8.480565371024742,1131.0,live,$2-5
Loading Zone,1.32,1.79,0.52,35.6060606060606,-60.60606060606061,1611.0,live,$1-2
Panharmonicon,6.99,9.99,5.55,42.91845493562232,-20.60085836909872,1262.0,live,$5-10
Super-Soldier Serum (Borderless),1.36,1.99,0.93,46.323529411764696,-31.61764705882353,1279.0,live,$1-2
Cori-Steel Cutter,5.64,8.49,3.69,50.53191489361704,-34.57446808510638,1442.0,live,$5-10
Hidden Lair (Borderless),4.21,6.99,3.34,66.0332541567696,-20.665083135391924,1346.0,live,$2-5
Beast Within,0.59,1.49,0.51,152.54237288135596,-13.5593220338983,1505.0,live,$0-1
"Ms. Marvel, Kamala Khan",0.32,0.49,0.15,53.12499999999999,-53.125,1938.0,live,$0-1
Cloud Key,1.98,3.49,2.14,76.26262626262627,8.080808080808088,1417.0,live,$1-2
Commander's Sphere,0.38,0.49,0.15,28.947368421052627,-60.526315789473685,1966.0,live,$0-1
Geometer's Arthropod,0.29,0.49,0.15,68.96551724137932,-48.27586206896552,1366.0,live,$0-1
Dramatic Reversal,0.58,0.99,0.32,70.68965517241381,-44.82758620689655,1260.0,live,$0-1
"Mikey & Leo, Chaos & Order",1.62,1.99,1.06,22.839506172839496,-34.567901234567906,1159.0,live,$1-2
Orim's Chant,5.76,8.99,4.16,56.07638888888889,-27.77777777777777,1422.0,live,$5-10
Brainsurge,0.37,0.99,0.15,167.56756756756758,-59.45945945945946,1701.0,live,$0-1
Flare of Malice,1.65,3.49,1.03,111.51515151515154,-37.57575757575757,1396.0,live,$1-2
Moonshadow,11.73,16.99,7.8,44.84228473998293,-33.50383631713555,1417.0,live,$10-20
Writhing Chrysalis,0.2,0.79,0.15,295.0,-25.000000000000007,3056.0,live,$0-1
Donnie's Bo - Shadowspear (Borderless),19.81,27.99,20.6,41.29227662796568,3.9878849066128352,1093.0,live,$10-20
Tendershoot Dryad,1.04,1.99,0.89,91.34615384615384,-14.423076923076923,1336.0,live,$1-2
Take Up the Shield (Borderless),0.28,0.35,0.15,24.999999999999982,-46.42857142857144,1549.0,live,$0-1
"Krenko, Mob Boss",1.93,1.99,0.91,3.108808290155443,-52.84974093264248,1429.0,live,$1-2
Sejiri Shelter,2.05,3.49,2.24,70.24390243902442,9.268292682926848,1360.0,live,$2-5
Frantic Search,0.78,1.49,0.72,91.025641025641,-7.692307692307699,1188.0,live,$0-1
Sprout Swarm,5.6,2.99,3.8,-46.60714285714285,-32.14285714285714,1209.0,live,$5-10
"Captain Marvel, Earth's Protector",0.75,1.49,0.38,98.66666666666669,-49.333333333333336,1609.0,live,$0-1
"Uthros, Titanic Godcore",12.32,18.99,11.31,54.13961038961037,-8.198051948051946,1084.0,live,$10-20
Informed Inkwright,0.29,0.49,0.15,68.96551724137932,-48.27586206896552,1705.0,live,$0-1
Aetherize,0.44,0.99,0.25,125.0,-43.18181818181818,1574.0,live,$0-1
For the Common Good,3.45,4.49,2.08,30.144927536231886,-39.71014492753624,1179.0,live,$2-5
Seething Song,13.55,12.99,8.120000000000001,-4.132841328413288,-40.07380073800738,1162.0,live,$10-20
Village Rites,0.38,1.29,0.2,239.47368421052636,-47.368421052631575,1589.0,live,$0-1
Doubling Season (Borderless),30.24,34.99,30.34,15.70767195767197,0.3306878306878354,1060.0,live,$20-50
Absorbing Man,0.27,0.49,0.15,81.48148148148147,-44.44444444444445,1922.0,live,$0-1
Gift of Immortality,0.4,0.69,0.17,72.49999999999997,-57.49999999999999,1622.0,live,$0-1
Professional Face-Breaker,5.07,7.99,5.19,57.59368836291912,2.3668639053254457,1112.0,live,$5-10
Overprotect,0.86,2.79,0.29,224.41860465116284,-66.27906976744187,1317.0,live,$0-1
Null Elemental Blast,0.36,0.69,0.15,91.66666666666666,-58.333333333333336,1581.0,live,$0-1
Mightform Harmonizer,1.45,2.79,1.14,92.41379310344828,-21.37931034482759,1440.0,live,$1-2
Not Dead After All,1.45,2.49,1.0,71.7241379310345,-31.034482758620683,1173.0,live,$1-2
Reckless Ransacking,0.28,0.35,0.15,24.999999999999982,-46.42857142857144,1251.0,live,$0-1
Reprieve,1.59,2.99,0.94,88.0503144654088,-40.88050314465409,1149.0,live,$1-2
Scour for Scrap,0.37,0.99,0.15,167.56756756756758,-59.45945945945946,1203.0,live,$0-1
Forest (0291),0.28,0.79,0.15,182.14285714285717,-46.42857142857144,3589.0,live,$0-1
Vampiric Tutor,56.05,59.99,57.31,7.02943800178413,2.247992863514728,1027.0,live,$50-100
Three Visits,4.53,7.49,4.61,65.34216335540839,1.766004415011039,1124.0,live,$2-5
Timeless Lotus,2.53,4.99,1.82,97.2332015810277,-28.06324110671936,1680.0,live,$2-5
Command Tower,0.36,0.69,0.2,91.66666666666666,-44.44444444444444,1731.0,live,$0-1
Dark Fortress (Borderless),3.56,4.49,3.38,26.12359550561798,-5.056179775280904,1313.0,live,$2-5
"Cloak and Dagger, Entwined",0.33,0.49,0.15,48.48484848484848,-54.54545454545456,1747.0,live,$0-1
Lightning Greaves,4.51,5.99,4.16,32.81596452328161,-7.760532150776046,1199.0,live,$2-5
Archmage Emeritus,0.57,1.79,0.41,214.0350877192983,-28.07017543859649,1810.0,live,$0-1
Force of Will,63.41,69.99,63.03,10.37691215896546,-0.5992745623718585,1072.0,live,$50-100
Eiganjo Dynastorian,1.28,1.49,0.76,16.406249999999996,-40.625,1333.0,live,$1-2
"Spider-Man, To the Rescue (Borderless)",0.25,0.35,0.15,39.99999999999999,-40.0,1305.0,live,$0-1
Archdruid's Charm,6.72,9.49,6.25,41.2202380952381,-6.994047619047615,1215.0,live,$5-10
Radiant Summit,0.73,0.69,0.66,-5.479452054794526,-9.589041095890405,1619.0,live,$0-1
Zulaport Cutthroat,1.09,2.29,0.96,110.09174311926604,-11.926605504587169,1534.0,live,$1-2
Armageddon,10.0,6.99,6.8500000000000005,-30.1,-31.499999999999996,1053.0,live,$10-20
Arcane Signet,0.66,0.99,0.43,49.99999999999999,-34.84848484848485,2000.0,live,$0-1
Twilight Diviner,2.05,3.49,1.62,70.24390243902442,-20.975609756097548,1129.0,live,$2-5
Brotherhood's End,1.16,2.29,0.28,97.41379310344828,-75.86206896551724,1204.0,live,$1-2
Twitching Doll,2.59,1.99,1.86,-23.16602316602316,-28.185328185328174,1095.0,live,$2-5
Unnatural Restoration,1.18,1.99,0.8300000000000001,68.64406779661017,-29.66101694915253,1263.0,live,$1-2
"Toph, the First Metalbender",1.55,0.99,0.46,-36.12903225806452,-70.3225806451613,1181.0,live,$1-2
Ravenous Robots,1.73,2.49,0.98,43.9306358381503,-43.35260115606936,1362.0,live,$1-2
Battle Hymn,1.36,1.79,1.25,31.61764705882352,-8.088235294117654,1342.0,live,$1-2
Highway Robbery,0.37,1.79,0.15,383.78378378378375,-59.45945945945946,3063.0,live,$0-1
Command Tower,0.34,0.69,0.21,102.9411764705882,-38.235294117647065,2183.0,live,$0-1
"Elektra, Daughter of the Hand",0.3,0.49,0.15,63.33333333333334,-50.0,1555.0,live,$0-1
Emperor of Bones,1.57,2.99,0.76,90.44585987261146,-51.59235668789809,1872.0,live,$1-2
Forest (0306),0.33,1.29,0.15,290.9090909090909,-54.54545454545456,3283.0,live,$0-1
"Hawkeye, Master Marksman (Borderless)",1.2,0.79,0.45,-34.166666666666664,-62.5,1125.0,live,$1-2
Preposterous Proportions,1.67,2.29,0.46,37.12574850299402,-72.45508982035929,1240.0,live,$1-2
Chromatic Lantern,1.06,2.49,0.78,134.9056603773585,-26.41509433962264,1620.0,live,$1-2
Exalted Sunborn,14.51,20.99,12.5,44.65885596140592,-13.852515506547208,1128.0,live,$10-20
Garruk's Uprising,1.06,1.49,0.41,40.56603773584905,-61.32075471698114,1172.0,live,$1-2
Frenzied Baloth,1.27,2.49,1.0,96.06299212598428,-21.25984251968504,1423.0,live,$1-2
Gathering Place (Borderless),2.97,4.49,1.97,51.178451178451176,-33.670033670033675,1298.0,live,$2-5
Champions from Beyond,4.49,4.99,2.96,11.135857461024498,-34.07572383073497,2052.0,live,$2-5
Cauldron of Essence (Extended Art),4.0,4.49,3.64,12.250000000000004,-8.999999999999996,1057.0,live,$2-5
Ripples of Potential,2.77,4.99,3.0700000000000003,80.14440433212997,10.830324909747302,1540.0,live,$2-5
Mind Stone,0.31,0.79,0.25,154.83870967741936,-19.35483870967742,1626.0,live,$0-1
Hellkite Tyrant,1.89,2.99,1.35,58.20105820105822,-28.57142857142857,1241.0,live,$1-2
Phyrexian Metamorph,2.46,3.99,2.42,62.19512195121952,-1.6260162601626031,1419.0,live,$2-5
Akroma's Will,17.13,20.99,15.89,22.533566841798013,-7.238762405137178,1011.0,live,$10-20
Lively Dirge,2.2,3.49,1.74,58.63636363636363,-20.90909090909092,1547.0,live,$2-5
Rapid Hybridization,1.16,1.99,0.58,71.55172413793105,-50.0,1845.0,live,$1-2
Weapons Manufacturing,1.65,3.49,1.03,111.51515151515154,-37.57575757575757,1623.0,live,$1-2
Loran's Escape,2.18,3.49,2.34,60.09174311926605,7.339449541284389,1628.0,live,$2-5
Training Compound (Borderless),3.08,4.99,2.29,62.01298701298702,-25.649350649350648,1290.0,live,$2-5
Tyvar's Stand,1.11,1.79,0.41,61.26126126126125,-63.06306306306308,1146.0,live,$1-2
Bushwhack,0.3,0.59,0.15,96.66666666666669,-50.0,1527.0,live,$0-1
Sabotender,0.3,0.35,0.15,16.666666666666664,-50.0,1344.0,live,$0-1
"Wan Shi Tong, Librarian",36.45,59.99,36.44,64.58161865569272,-0.027434842249671,1104.0,live,$20-50
Tifa Lockhart,2.81,2.79,1.54,-0.7117437722419936,-45.19572953736655,1217.0,live,$2-5
Flare of Denial,3.4,5.49,2.9,61.47058823529413,-14.705882352941178,1382.0,live,$2-5
Ophiomancer,0.86,2.29,0.52,166.27906976744188,-39.53488372093023,1494.0,live,$0-1
Eddymurk Crab,1.11,1.79,0.46,61.26126126126125,-58.55855855855856,1862.0,live,$1-2
Insidious Roots,1.29,2.79,0.84,116.27906976744188,-34.88372093023256,1299.0,live,$1-2
Wizard Class,2.86,4.99,1.7,74.4755244755245,-40.55944055944056,1122.0,live,$2-5
Mockingbird,3.48,4.99,2.82,43.39080459770116,-18.96551724137932,1157.0,live,$2-5
"General Kreat, the Boltbringer (Anime)",5.76,9.99,5.17,73.43750000000001,-10.243055555555554,1230.0,live,$5-10
Stubborn Denial,3.74,6.49,3.23,73.52941176470587,-13.63636363636364,1306.0,live,$2-5
"Winter Soldier, Icy Assassin (Borderless)",1.08,0.99,0.15,-8.33333333333334,-86.1111111111111,1063.0,live,$1-2
Caves of Koilos,0.55,1.79,0.52,225.45454545454544,-5.45454545454546,1578.0,live,$0-1
Starfield Shepherd,0.36,0.59,0.15,63.888888888888886,-58.333333333333336,1935.0,live,$0-1
Impact Tremors,2.93,4.99,2.34,70.30716723549489,-20.136518771331065,1179.0,live,$2-5
"Leader, Super-Genius (Borderless)",1.22,1.29,0.26,5.737704918032792,-78.68852459016394,1049.0,live,$1-2
"Dionus, Elvish Archdruid (Anime)",9.01,13.99,7.91,55.27192008879024,-12.208657047724747,1232.0,live,$5-10
Jeska's Will,45.81,54.99,44.26,20.039292730844792,-3.383540711635024,987.0,live,$20-50
Skateboard,0.29,0.35,0.15,20.689655172413797,-48.27586206896552,1618.0,live,$0-1
"Cloud, Midgar Mercenary",21.62,24.99,19.78,15.58741905642922,-8.510638297872338,1033.0,live,$20-50
Animist's Awakening,0.39,0.49,0.15,25.64102564102563,-61.53846153846154,1530.0,live,$0-1
Painful Quandary,1.76,1.99,0.61,13.068181818181818,-65.34090909090908,1214.0,live,$1-2
"Loot, Exuberant Explorer",3.13,4.99,2.02,59.424920127795545,-35.46325878594249,1069.0,live,$2-5
Changing Loyalty,0.68,0.59,0.15,-13.23529411764707,-77.94117647058823,1373.0,live,$0-1
Canopy Vista,0.34,0.49,0.16,44.11764705882352,-52.94117647058824,1338.0,live,$0-1
Withering Torment,2.75,3.49,2.07,26.90909090909092,-24.727272727272734,1079.0,live,$2-5
"Emil, Vastlands Roamer",0.25,0.35,0.15,39.99999999999999,-40.0,1248.0,live,$0-1
Cycle of Renewal,0.3,0.35,0.15,16.666666666666664,-50.0,1467.0,live,$0-1
Spymaster's Vault,1.2,2.29,0.78,90.83333333333334,-35.0,1288.0,live,$1-2
Norman Osborn (Borderless),23.69,22.99,18.38,-2.954833262980172,-22.41452089489237,1040.0,live,$20-50
Island (0298),0.24,0.69,0.15,187.5,-37.5,3491.0,live,$0-1
Tocasia's Welcome,0.59,1.29,0.46,118.6440677966102,-22.033898305084737,1775.0,live,$0-1
Hexing Squelcher (Showcase),27.03,37.99,26.31,40.54753977062524,-2.663706992230864,1032.0,live,$20-50
Exotic Orchard,0.26,0.59,0.15,126.92307692307688,-42.30769230769232,1550.0,live,$0-1
"Lluwen, Exchange Student",0.31,0.35,0.15,12.903225806451609,-51.61290322580645,1229.0,live,$0-1
Oracle of Mul Daya,2.54,4.49,2.47,76.7716535433071,-2.7559055118110174,1143.0,live,$2-5
Lembas,1.45,2.49,1.19,71.7241379310345,-17.931034482758623,1789.0,live,$1-2
Nightshade Dryad,0.29,0.35,0.15,20.689655172413797,-48.27586206896552,1399.0,live,$0-1
Serra Paragon,0.67,0.99,0.25,47.761194029850735,-62.68656716417911,1744.0,live,$0-1
Smallpox,0.83,0.59,0.19,-28.915662650602407,-77.10843373493975,1102.0,live,$0-1
"Lindblum, Industrial Regency",2.67,4.49,2.62,68.16479400749064,-1.872659176029956,1127.0,live,$2-5
Dawn's Truce,8.41,13.99,7.72,66.34958382877527,-8.204518430439958,1038.0,live,$5-10
Ad Nauseam,11.04,10.99,10.42,-0.4528985507246281,-5.615942028985501,985.0,live,$10-20
Enduring Curiosity,6.01,8.99,5.21,49.584026622296186,-13.31114808652246,1017.0,live,$5-10
"Breena, the Demagogue",0.5,1.49,0.47,198.0,-6.000000000000005,1507.0,live,$0-1
Escape Tunnel,0.33,0.35,0.15,6.060606060606049,-54.54545454545456,1732.0,live,$0-1
Talisman of Hierarchy,0.42,1.49,0.4,254.7619047619048,-4.761904761904753,1600.0,live,$0-1
Moment of Reckoning,0.24,0.49,0.15,104.16666666666669,-37.5,1218.0,live,$0-1
Awaken the Woods,14.18,18.99,14.32,33.92101551480958,0.9873060648801169,980.0,live,$10-20
"Shredder, Shadow Master",0.89,1.99,0.32,123.59550561797754,-64.04494382022472,1174.0,live,$0-1
Mistrise Village,9.29,13.99,7.36,50.592034445640486,-20.77502691065661,1036.0,live,$5-10
Mountain (0290),0.29,0.69,0.15,137.9310344827586,-48.27586206896552,3119.0,live,$0-1
Basilisk Collar,4.55,6.49,3.95,42.63736263736265,-13.18681318681318,1197.0,live,$2-5
High Noon,5.6,8.99,4.73,60.53571428571431,-15.535714285714272,1390.0,live,$5-10
Applied Geometry,0.3,0.49,0.15,63.33333333333334,-50.0,1459.0,live,$0-1
Anger,0.49,1.49,0.43,204.08163265306123,-12.244897959183673,1506.0,live,$0-1
Arcane Lighthouse,1.75,3.49,1.03,99.42857142857144,-41.14285714285714,1818.0,live,$1-2
Scientist Supreme of A.I.M.,0.28,0.49,0.15,74.99999999999997,-46.42857142857144,1652.0,live,$0-1
Guardian of Faith,0.52,1.79,0.26,244.2307692307692,-50.0,1490.0,live,$0-1
Witty Roastmaster,1.81,1.49,0.89,-17.679558011049725,-50.82872928176796,1292.0,live,$1-2
Earth's Mightiest Heroes,0.93,1.29,0.3,38.70967741935484,-67.74193548387098,1406.0,live,$0-1
Prologue to Phyresis,0.78,0.99,0.15,26.92307692307692,-80.76923076923077,1375.0,live,$0-1
Sodden Verdure,0.39,0.49,0.26,25.64102564102563,-33.33333333333333,1615.0,live,$0-1
Valley Floodcaller,3.51,5.99,3.03,70.65527065527067,-13.675213675213676,1025.0,live,$2-5
Underworld Breach (Borderless),7.58,10.99,7.77,44.9868073878628,2.506596306068595,994.0,live,$5-10
Masked Vandal,1.44,2.29,1.23,59.02777777777779,-14.583333333333332,1746.0,live,$1-2
Reprieve,1.58,2.29,0.93,44.93670886075949,-41.13924050632911,1186.0,live,$1-2
Diamond Pick-Axe,0.97,1.49,0.78,53.608247422680414,-19.587628865979376,1162.0,live,$0-1
Decanter of Endless Water,4.6,4.99,3.06,8.478260869565231,-33.47826086956521,1129.0,live,$2-5
Trouble in Pairs (Borderless),15.09,20.99,15.98,39.09874088800529,5.897945659377075,1011.0,live,$10-20
The Regalia,1.66,2.49,1.4,50.00000000000002,-15.66265060240964,1085.0,live,$1-2
Eye of Nidhogg,2.05,2.99,1.78,45.85365853658539,-13.170731707317064,1026.0,live,$2-5
Defiling Daemogoth,0.79,0.79,0.72,0.0,-8.860759493670892,1248.0,live,$0-1
"Ms. Marvel, Kamala Khan (Borderless)",0.69,0.69,0.15,0.0,-78.26086956521738,1085.0,live,$0-1
Darksteel Mutation,0.8,1.79,0.51,123.75,-36.25000000000001,1754.0,live,$0-1
Exemplar of Light (0011),1.88,3.99,1.04,112.23404255319151,-44.68085106382978,1206.0,live,$1-2
Isolated Chapel,0.36,0.99,0.3,175.0,-16.666666666666664,1351.0,live,$0-1
Tree of Perdition,2.59,5.49,2.3000000000000003,111.969111969112,-11.19691119691118,1189.0,live,$2-5
Proft's Eidetic Memory,1.93,4.99,2.15,158.54922279792748,11.398963730569948,1143.0,live,$1-2
Plains (0287),0.27,0.79,0.15,192.59259259259255,-44.44444444444445,2960.0,live,$0-1
The Seriema,1.01,1.99,0.2,97.02970297029702,-80.19801980198021,1384.0,live,$1-2
Utopia Sprawl,1.73,2.49,1.26,43.9306358381503,-27.167630057803464,1252.0,live,$1-2
"Carnage, Crimson Chaos",2.19,1.99,0.25,-9.1324200913242,-88.58447488584474,1150.0,live,$2-5
Repel Calamity,0.22,0.35,0.15,59.09090909090908,-31.818181818181824,1292.0,live,$0-1
Path to Exile,2.03,2.79,1.15,37.43842364532021,-43.34975369458128,1786.0,live,$2-5
Caltrops,25.15,19.99,18.57,-20.5168986083499,-26.163021868787272,1123.0,live,$20-50
Armor Wars,0.29,0.49,0.15,68.96551724137932,-48.27586206896552,1540.0,live,$0-1
Summon: Bahamut,23.76,32.99,20.63,38.84680134680135,-13.173400673400684,984.0,live,$20-50
Great Divide Guide,1.21,1.79,0.29,47.93388429752067,-76.03305785123966,1354.0,live,$1-2
"Vito, Thorn of the Dusk Rose",12.04,13.99,8.84,16.196013289036554,-26.578073089700997,984.0,live,$10-20
Open the Armory,2.72,3.99,2.6,46.69117647058823,-4.411764705882357,981.0,live,$2-5
"Narset, Parter of Veils",0.95,1.49,0.41,56.842105263157904,-56.842105263157904,1407.0,live,$0-1
Eviscerator's Insight,0.27,0.59,0.15,118.51851851851848,-44.44444444444445,2020.0,live,$0-1
Crackle with Power,7.7,9.49,6.76,23.246753246753247,-12.207792207792211,958.0,live,$5-10
Lotus Petal,33.86,44.99,28.04,32.87064382752511,-17.188422917897224,1154.0,live,$20-50
"Appa, Steadfast Guardian",6.44,9.99,6.38,55.12422360248447,-0.931677018633548,1036.0,live,$5-10
