name,units,tcgplayer,cardkingdom,manapool
"Glarb, Calamity's Augur",1,3.81,3.49,3.31
"Tivit, Seller of Secrets",2,3.82,6.99,2.69
Season of Weaving,1,3.85,7.99,6.03
Emergence Zone,8,3.85,5.99,3.5
Carrion Feeder,1,3.87,4.99,3.01
Ghost Vacuum,12,3.88,5.99,5.67
Clock of Omens,1,3.92,5.99,3.01
Dwarven Armorer,1,3.96,5.99,1.95
Borne Upon a Wind,12,3.98,4.99,3.8
Gitaxian Probe,6,3.99,4.99,3.34
Liquimetal Torque,1,4.01,4.49,3.12
Bottle-Cap Blast,1,4.03,5.99,2.33
Stormchaser's Talent,4,4.04,8.99,3.86
Enduring Innocence,4,4.05,6.99,3.87
Fiery Islet,1,4.08,5.49,3.82
Magus of the Moon,1,4.13,4.49,3.9
Dauthi Voidwalker,2,4.16,6.49,3.9
Hickory Woodlot,1,4.16,4.49,3.01
Hydroblast,1,4.16,6.99,2.66
Spelunking,1,4.22,3.99,3.21
Blind Obedience,1,4.28,6.99,3.44
"Winota, Joiner of Forces",1,4.29,4.99,4.09
The Darkness Crystal,1,4.35,5.99,4.0600000000000005
Cosmogrand Zenith,2,4.41,8.49,6.08
M.O.D.O.K.,1,4.42,6.99,4.15
High Noon,6,4.43,9.99,5.0600000000000005
Phantasmal Image,1,4.43,6.99,4.15
"Beza, the Bounding Spring",2,4.44,5.49,4.15
Temporal Mastery,1,4.46,5.49,3.59
Nature's Rhythm,7,4.49,6.99,4.58
Banishing Knack,1,4.52,1.49,1.04
"Karn, the Great Creator",1,4.56,5.99,3.93
Manamorphose,1,4.56,5.99,4.84
Windfall,2,4.71,7.99,4.42
Root Maze,1,4.71,7.49,4.37
Beseech the Queen,1,4.72,4.99,4.01
Professor Dellian Fel,3,4.73,6.99,3.86
Abandoned Air Temple,7,4.73,9.99,4.89
High Fae Trickster,6,4.73,8.99,4.16
"Nicol Bolas, Dragon-God",1,4.75,5.49,4.14
Shifting Woodland,4,4.78,7.49,2.86
Six,1,4.81,7.99,5.4
Springheart Nantuko,2,4.81,6.99,4.14
Ancient Cornucopia,4,4.81,8.99,4.69
Summoner's Pact,1,4.81,5.49,3.02
Gavony Township,1,4.84,7.99,4.11
Pyretic Ritual,2,4.85,8.49,4.08
Torpor Orb,4,4.87,7.99,3.51
Horizon of Progress,1,4.88,4.99,4.39
"Kediss, Emberclaw Familiar",1,4.94,8.99,5.13
Animate Dead,1,4.96,7.49,5.0
Spirebluff Canal,20,4.96,9.99,3.58
Gifts Ungiven,4,4.98,5.49,4.53
Orim's Chant,3,5.01,8.99,4.86
Blade Historian,1,5.03,9.49,5.43
Ephemerate,1,5.05,5.99,5.19
"Phelia, Exuberant Shepherd",1,5.05,8.49,3.64
Saw in Half,1,5.13,7.49,4.78
"Eiganjo, Seat of the Empire",1,5.13,9.99,5.19
Gut Shot,3,5.14,7.99,4.15
Blightstep Pathway,1,5.22,7.99,5.73
Last Chance,3,5.26,14.99,8.75
Slickshot Show-Off,4,5.27,8.99,5.76
Crystal Vein,3,5.29,8.99,4.04
Sylvan Safekeeper,2,5.29,7.99,4.88
"Niv-Mizzet, Parun",1,5.31,6.49,5.0600000000000005
Professor Onyx,2,5.38,8.49,5.21
Sudden Substitution,1,5.42,6.99,4.57
Counterbalance,3,5.43,4.49,4.09
Three Steps Ahead,10,5.46,8.99,4.16
Professional Face-Breaker,6,5.51,7.99,5.72
Hoarding Broodlord,1,5.54,7.49,4.5200000000000005
Hullbreaker Horror,2,5.61,8.49,5.86
Sink into Stupor,5,5.63,10.99,5.87
Ethersworn Canonist,2,5.66,5.99,4.11
Lotus Cobra,1,5.67,6.99,4.5
Blossoming Tortoise,1,5.67,6.99,5.19
Gleeful Arsonist,1,5.7,7.49,4.48
Erode,15,5.71,9.49,3.9
Desperate Ritual,3,5.72,7.99,4.18
Fleshwrither,1,5.85,4.99,1.56
"Boromir, Warden of the Tower",1,5.85,7.99,5.21
Rite of Flame,12,5.94,7.99,5.47
Chord of Calling,6,5.95,7.99,5.98
Omniscience,4,5.96,8.49,5.34
Whir of Invention,1,6.0,8.49,5.05
Dwarven Bloodboiler,1,6.01,9.99,5.73
Elvish Reclaimer,1,6.02,5.99,4.66
"Teferi, Time Raveler",2,6.03,7.99,6.1000000000000005
Emeritus of Ideation,12,6.13,8.49,5.72
Pest Control,1,6.19,7.99,5.73
Lazotep Quarry,1,6.22,7.99,5.19
Snuff Out,3,6.34,8.49,6.44
Jeskai Revelation,16,6.36,8.99,4.34
Spectator Seating,1,6.41,8.99,6.63
Enduring Curiosity,3,6.45,8.99,6.87
Pollywog Prodigy,1,6.47,10.99,6.03
Urza's Bauble,1,6.49,9.49,7.05
Defense Grid,4,6.54,9.99,6.19
Imp's Mischief,1,6.54,9.49,7.0600000000000005
Twincast,1,6.55,9.49,5.61
Rain of Filth,5,6.7,9.49,4.86
Hushwood Verge,12,6.72,13.99,7.01
Hallowed Fountain,19,6.77,10.99,6.890000000000001
Multiversal Passage,22,6.77,10.99,5.71
Willowrush Verge,3,6.78,9.99,5.8
Imposter Mech,1,6.86,11.99,5.94
Cool but Rude,6,6.86,12.99,7.17
Blood Moon,1,6.91,11.99,7.04
Wistfulness,6,6.92,15.99,8.06
Noxious Revival,2,6.93,10.99,5.72
Archivist of Oghma,2,6.93,9.49,6.16
Stomping Ground,1,7.02,10.99,6.25
Flusterstorm,17,7.03,7.99,6.24
Virtue of Persistence,2,7.03,8.99,6.8100000000000005
Force of Despair,1,7.08,6.99,7.07
Deathrite Shaman,5,7.09,8.49,6.25
Time Sieve,2,7.17,11.99,8.08
Kederekt Parasite,1,7.2,10.99,4.16
Silence,10,7.23,11.99,7.28
Stranglehold,1,7.24,9.99,8.32
"Tevesh Szat, Doom of Fools",1,7.28,7.99,7.29
Dawn's Truce,3,7.32,12.99,8.58
Sacrifice,2,7.35,5.49,3.95
"Nezahal, Primal Tide",1,7.42,11.99,7.24
Walking Ballista,3,7.45,8.99,7.17
Temple Garden,12,7.46,9.99,7.55
Command Beacon,3,7.47,11.99,7.45
Floodfarm Verge,9,7.49,11.99,7.83
Mount Doom,3,7.5,9.49,7.42
Formidable Speaker,11,7.5,10.99,7.16
Xorn,1,7.51,10.99,7.28
Arena of Glory,2,7.52,11.99,6.6000000000000005
Culling the Weak,11,7.55,11.99,5.72
"Sidisi, Undead Vizier",1,7.59,9.49,5.8
Castle Garenbrig,1,7.62,12.99,7.29
Reanimate,2,7.7,11.99,7.92
Training Grounds,2,7.71,12.99,8.22
Flesh Duplicate,3,7.77,7.99,6.97
Wheel of Misfortune,2,7.8,10.99,6.58
Pyroblast,8,7.91,12.99,8.040000000000001
Mindcrank,1,7.94,11.99,7.81
Breath of Fury,1,7.95,12.99,9.28
Scheming Symmetry,1,7.96,12.99,8.3
Demonic Consultation,12,7.99,9.49,6.18
Force of Vigor,2,8.04,9.99,7.29
Mistrise Village,5,8.07,13.99,7.49
Starting Town,32,8.08,10.99,8.700000000000001
Blazemire Verge,1,8.18,12.99,8.9
Growing Rites of Itlimoc,1,8.2,15.99,7.97
Steal Enchantment,2,8.33,5.99,6.24
Tataru Taru,9,8.34,9.99,8.16
Sanctum of Eternity,1,8.4,13.99,6.76
Untimely Malfunction,1,8.43,11.99,7.45
"Yoshimaru, Ever Faithful",1,8.51,9.49,6.25
Paradise Mantle,4,8.52,10.99,7.41
Chain of Smog,2,8.54,9.49,6.1000000000000005
Mental Misstep,17,8.62,10.99,6.86
Mnemonic Betrayal,6,8.68,9.49,7.8
Swan Song,13,8.68,13.99,8.8
Jeweled Amulet,1,8.69,9.49,4.28
Glint-Horn Buccaneer,1,8.71,13.99,5.74
Deep Gnome Terramancer,1,8.73,8.99,8.52
Overgrown Tomb,9,8.92,12.99,8.55
"Slicer, Hired Muscle",1,8.94,10.99,7.29
"Chimil, the Inner Sun",1,8.97,8.99,8.53
Watery Grave,29,8.99,14.99,8.42
"Jace, Wielder of Mysteries",1,9.09,11.99,8.59
Blood Crypt,13,9.1,13.99,8.85
Godless Shrine,7,9.14,13.99,8.22
Mystic Remora,17,9.16,11.99,7.05
"Ajani, Nacatl Pariah",1,9.17,13.99,6.65
Mindbreak Trap,17,9.22,10.99,8.22
"Vilis, Broker of Blood",1,9.27,14.99,8.83
"Kaito, Bane of Nightmares",5,9.32,16.99,8.33
"Chandra, Awakened Inferno",1,9.34,13.99,7.82
Breeding Pool,10,9.36,15.99,8.33
Luxury Suite,2,9.42,13.99,9.55
Forbidden Orchard,2,9.59,12.99,7.79
Shatterskull Smashing,1,9.65,13.99,9.63
Wastewood Verge,7,9.68,13.99,9.89
Underworld Breach,11,9.8,11.99,7.05
Goblin Engineer,2,9.94,10.99,9.15
Bleachbone Verge,3,9.95,14.99,9.34
Raucous Theater,3,10.01,15.99,9.77
Improvisation Capstone,6,10.07,15.99,10.4
Tibalt's Trickery,1,10.08,16.99,9.37
"Derevi, Empyrial Tactician",2,10.09,8.49,6.19
Sacred Foundry,11,10.12,16.99,10.4
Meticulous Archive,1,10.12,15.99,10.21
Redirect Lightning,7,10.13,16.99,9.83
Gloomlake Verge,15,10.14,12.99,9.1
The Legend of Roku,2,10.17,16.99,10.1
Mossborn Hydra,7,10.2,16.99,9.47
Ophidian Eye,2,10.56,15.99,10.09
Rootpath Purifier,1,10.67,8.99,10.39
Eladamri's Call,1,10.67,13.99,10.39
Noble Hierarch,3,10.74,18.99,10.96
Ad Nauseam,9,10.92,9.99,10.42
Praetor's Grasp,7,11.03,16.99,9.25
"Aclazotz, Deepest Betrayal",1,11.04,11.99,9.37
Faerie Mastermind,10,11.09,14.99,9.88
Clown Car,1,11.1,16.99,11.12
Jet Medallion,1,11.1,15.99,10.52
"Shang-Chi, Master of Kung Fu",2,11.15,16.99,10.04
Windswept Heath,12,11.23,13.99,11.02
Giver of Runes,1,11.26,11.99,10.1
Seething Song,2,11.32,12.99,10.45
Steam Vents,42,11.52,19.99,10.7
Birds of Paradise,7,11.52,17.99,11.34
"Takenuma, Abandoned Mire",1,11.56,16.99,10.93
Moonshadow,5,11.58,16.99,10.13
Enduring Tenacity,4,11.73,16.99,11.98
Misdirection,5,11.76,18.99,11.93
Eldrazi Confluence,1,11.76,16.99,10.46
City of Brass,20,11.81,15.99,10.26
"Uthros, Titanic Godcore",4,11.85,18.99,11.29
Dracogenesis,1,12.01,13.99,13.33
Invasion of Ikoria,2,12.14,15.99,12.3
Balthor the Defiled,1,12.17,12.99,9.69
Trickbind,1,12.31,11.99,7.29
"Lotho, Corrupt Shirriff",7,12.37,16.99,12.49
Emiel the Blessed,2,12.49,11.99,13.63
Idyllic Tutor,2,12.55,13.99,13.07
Contamination,1,12.61,14.99,10.37
Underground Mortuary,1,12.68,20.99,11.49
Sphere of Resistance,1,12.79,11.99,12.18
Bloom Tender,2,12.86,16.99,13.31
Enduring Vitality,4,13.08,17.99,20.05
Cabal Ritual,12,13.16,18.99,11.88
Abhorrent Oculus,1,13.18,21.99,14.5
Jennifer Walters,4,13.3,16.99,13.54
Chain of Vapor,9,13.35,16.99,9.7
"Razaketh, the Foulblooded",1,13.58,16.99,13.3
Undercity Sewers,10,13.6,20.99,13.65
"Kinnan, Bonder Prodigy",2,13.76,17.99,13.51
"Valgavoth, Terror Eater",1,13.84,21.99,15.79
Imperial Recruiter,2,13.86,16.99,14.05
"Ral, Crackling Wit",9,13.91,16.99,13.04
"Dihada, Binder of Wills",1,13.98,24.99,14.32
Drannith Magistrate,4,14.1,19.99,12.57
Ashnod's Altar,1,14.15,19.99,14.32
Icetill Explorer,6,14.19,22.99,14.32
Cave-In,1,14.33,20.99,10.54
Thousand-Year Elixir,1,14.34,23.99,14.53
Warren Soultrader,1,14.34,20.99,13.79
Vault of Champions,1,14.4,19.99,16.01
"Yavimaya, Cradle of Growth",2,14.43,21.99,15.09
King T'Challa,4,14.53,16.99,13.09
Flooded Strand,18,14.69,22.99,12.85
"Shinka, the Bloodsoaked Keep",1,14.77,18.99,14.25
Hammerheim,1,14.78,24.99,8.33
Insidious Dreams,1,14.84,13.99,14.99
"Urza, Lord High Artificer",1,14.96,19.99,14.05
All Will Be One,1,15.22,17.99,14.06
Thundering Falls,1,15.47,20.99,14.69
Final Fortune,10,15.49,15.99,14.58
Snapcaster Mage,1,15.59,19.99,14.16
Black Market Connections,1,15.66,20.99,14.37
Chalice of the Void,1,15.73,29.99,12.48
"Ashaya, Soul of the Wild",1,15.8,17.99,15.36
Spellseeker,2,15.83,27.99,12.49
Disrupting Shoal,2,15.97,14.99,39.89
Subtlety,1,16.13,17.99,11.58
Grand Abolisher,9,16.28,20.99,16.93
Bolas's Citadel,3,16.31,12.99,10.4
Gamble,12,16.37,19.99,16.67
Impossible Man,1,16.45,11.99,13.8
Dance of the Dead,1,16.48,18.99,9.97
Mystical Tutor,10,16.53,20.99,16.67
Diabolic Intent,8,16.65,18.99,18.65
Wooded Foothills,14,16.76,24.99,16.42
Knuckles the Echidna,2,16.91,21.99,16.67
Training Center,2,16.95,22.99,18.77
Voice of Victory,15,16.98,27.99,17.44
Entomb,1,17.14,24.99,14.58
Pact of Negation,15,17.24,22.99,16.4
Grand Arbiter Augustin IV,1,17.28,16.99,17.19
Warrior's Oath,3,17.34,21.99,14.82
Strip Mine,1,17.42,19.99,13.54
Altar of Dementia,1,17.76,22.99,16.2
Bloodstained Mire,15,17.79,24.99,17.830000000000002
Necromancy,1,17.85,23.99,15.66
Sea of Clouds,3,17.86,29.99,20.25
Beseech the Mirror,10,17.93,23.99,20.14
Opposition Agent,8,17.95,22.99,18.75
Super Shredder,1,18.12,20.99,16.65
"Esika, God of the Tree",1,18.15,21.99,16.66
"Ob Nixilis, Captive Kingpin",1,18.32,19.99,16.67
"Boseiju, Who Shelters All",1,18.38,20.99,14.55
Tarnished Citadel,7,18.74,17.99,7.22
Grinding Station,4,19.08,19.99,14.19
"Tezzeret, Cruel Captain",4,19.26,27.99,17.7
Polluted Delta,20,19.33,27.99,19.16
Pirated Copy,1,19.45,22.99,18.18
Bloodchief Ascension,1,20.0,27.99,14.58
Overlord of the Balemurk,4,20.05,29.99,23.96
"Linvala, Keeper of Silence",1,20.18,24.99,19.68
Riverpyre Verge,30,20.19,27.99,20.1
"Lumra, Bellow of the Woods",1,20.37,32.99,20.41
Hexing Squelcher,14,20.42,27.99,19.8
Goblin Welder,1,21.9,23.99,25.51
Charismatic Conqueror,1,22.25,24.99,20.05
Thassa's Oracle,11,23.84,27.99,20.0
Tiller Engine,1,24.02,37.99,24.9
The Cabbage Merchant,5,24.04,37.99,23.15
City of Solitude,1,24.52,22.99,14.58
"Mikaeus, the Unhallowed",1,25.1,27.99,26.02
Worldly Tutor,1,25.42,37.99,25.0
Grim Tutor,4,25.66,27.99,23.96
Terror of the Peaks,3,25.74,34.99,26.92
Phyrexian Tower,7,26.05,42.99,25.41
The Meathook Massacre,1,26.25,32.99,27.77
Deadly Rollick,8,26.46,24.99,26.74
"Nissa, Resurgent Animist",1,26.64,37.99,27.49
Verdant Catacombs,19,27.01,37.99,29.05
"Otawara, Soaring City",17,27.18,42.99,29.09
Green Sun's Zenith,4,27.26,37.99,27.09
Dosan the Falling Leaf,1,27.55,39.99,20.74
Natural Order,1,27.57,39.99,28.35
Sylvan Library,3,27.66,37.99,27.45
Morphic Pool,3,28.0,37.99,29.17
Agadeem's Awakening,1,28.62,29.99,27.61
Arid Mesa,15,28.7,42.99,30.41
Cyclonic Rift,2,29.53,39.99,28.22
Trinisphere,2,29.56,54.99,30.95
Field of the Dead,1,29.58,29.99,30.06
Talon Gates of Madara,6,30.17,29.99,29.44
Serra Ascendant,1,30.18,29.99,29.17
Delighted Halfling,6,30.29,37.99,27.66
Vaultborn Tyrant,1,30.34,47.99,35.94
Marsh Flats,19,30.45,42.99,29.68
Displacer Kitten,3,30.94,34.99,28.12
"Yawgmoth, Thran Physician",1,30.95,32.99,30.34
Consecrated Sphinx,1,31.36,29.99,26.35
Ouroboroid,6,31.7,39.99,30.05
Quantum Riddler,13,31.87,54.99,31.26
Exploration,2,32.28,42.99,21.96
Scroll Rack,1,32.45,42.99,34.36
Mana Confluence,20,32.5,47.99,32.730000000000004
Tainted Pact,14,32.54,37.99,31.26
"Birgi, God of Storytelling",7,32.57,42.99,33.6
"Delney, Streetwise Lookout",1,33.31,47.99,36.94
Solitude,1,33.45,44.99,36.19
Portal to Phyrexia,1,33.64,54.99,38.81
Prismatic Vista,2,34.03,47.99,34.74
Sakashima of a Thousand Faces,1,34.07,42.99,30.08
Lotus Petal,24,34.1,44.99,27.31
Bloodthirsty Conqueror,3,34.23,39.99,35.95
Maralen of the Mornsong,1,34.99,29.99,20.03
Enlightened Tutor,11,35.01,37.99,32.3
Tangle Wire,1,35.26,32.99,22.45
Misty Rainforest,18,35.37,39.99,36.45
"Wan Shi Tong, Librarian",9,35.76,54.99,35.84
Agatha's Soul Cauldron,4,36.08,39.99,39.28
Necropotence,9,36.75,44.99,40.41
Vivi Ornitier,2,36.88,44.99,38.02
"Elspeth, Storm Slayer",2,37.05,47.99,38.55
Chromatic Orrery,1,37.24,54.99,40.62
Ranger-Captain of Eos,10,37.73,54.99,39.83
Scalding Tarn,16,38.31,44.99,36.47
Ocelot Pride,2,39.52,57.99,40.79
Sea Gate Restoration,2,39.77,54.99,40.14
Jeska's Will,10,40.54,44.99,42.38
Urza's Saga,8,41.88,54.99,41.23
Food Chain,1,42.64,29.99,40.07
"Ragavan, Nimble Pilferer",13,43.41,54.99,45.19
Sensei's Divining Top,4,44.19,54.99,40.1
Finale of Devastation,5,44.54,84.99,73.98
Scapeshift,1,47.06,54.99,46.5
Badgermole Cub,20,49.32,79.99,48.97
Roaming Throne,5,49.48,57.99,50.16
Orcish Bowmasters,10,49.59,54.99,47.66
"Boseiju, Who Endures",8,49.88,69.99,46.87
Smothering Tithe,9,50.01,69.99,50.47
Allosaurus Shepherd,1,50.58,54.99,44.28
Gemstone Caverns,25,50.65,84.99,52.97
Cavern of Souls,25,51.51,57.99,52.08
"Nykthos, Shrine to Nyx",1,52.15,69.99,48.16
Force of Negation,11,52.39,69.99,53.76
Mana Drain,1,52.66,69.99,49.78
Vampiric Tutor,17,53.35,57.99,56.22
Amulet of Vigor,1,53.47,57.99,42.12
Firestorm,1,53.58,57.99,35.99
Fierce Guardianship,16,54.27,84.99,56.83
"Urborg, Tomb of Yawgmoth",1,55.57,74.99,57.97
Esper Sentinel,11,57.11,74.99,59.97
"Minamo, School at Water's Edge",1,61.51,74.99,46.92
Force of Will,17,62.64,74.99,62.52
Rhystic Study,17,62.91,74.99,46.68
Demonic Tutor,17,63.94,79.99,43.64
"Sun Quan, Lord of Wu",1,64.14,84.99,68.77
Copy Artifact,1,65.02,89.99,36.24
Deflecting Swat,15,65.39,99.99,68.48
"Greymond, Avacyn's Stalwart",1,67.25,89.99,65.81
Spectacular Spider-Man,2,73.74,99.99,78.15
Mox Amber,17,76.28,94.99,77.36
"Sheoldred, the Apocalypse",1,95.98,139.99,102.11
Mana Vault,25,96.9,119.99,75.02
Shallow Grave,1,99.75,159.99,104.2
The One Ring,6,105.96,129.99,99.0
Null Rod,1,113.7,129.99,88.55
Ancient Tomb,24,125.97,119.99,135.46
Chrome Mox,23,152.41,179.99,148.05
Imperial Seal,15,163.39,199.99,171.93
Savannah,4,195.82,279.99,234.23
Bayou,5,232.81,229.99,247.48
Mox Opal,17,234.22,329.99,218.82
Yawgmoth's Will,5,245.26,279.99,171.93
Earthcraft,1,256.07,349.99,195.11
Tundra,9,278.32,279.99,241.6
Intuition,4,358.35,499.99,268.59000000000003
Plateau,7,375.14,399.99,258.74
Wheel of Fortune,4,379.5,499.99,248.8
Transmute Artifact,2,396.45,649.99,304.26
Survival of the Fittest,1,396.95,549.99,304.40000000000003
Taiga,2,424.19,449.99,303.52
Scrubland,8,435.57,449.99,293.3
Grim Monolith,8,470.23,549.99,338.65000000000003
Nether Void,1,507.99,599.99,656.44
Badlands,9,533.06,649.99,291.91
City of Traitors,17,538.42,649.99,435.06
Tropical Island,6,579.93,649.99,415.51
Timetwister,1,798.33,1099.99,989.88
Lion's Eye Diamond,14,816.91,899.99,750.24
Volcanic Island,10,861.87,1399.99,677.3000000000001
Underground Sea,12,987.2,1199.99,731.11
Mox Diamond,22,1139.92,1499.99,928.48
Chains of Mephistopheles,1,1183.06,1399.99,1094.1
Gaea's Cradle,6,1622.57,2299.99,1087.74
The Tabernacle at Pendrell Vale,1,2899.99,4299.99,2917.58
