name,units,tcgplayer,cardkingdom,manapool
"Shinka, the Bloodsoaked Keep",1,14.7,18.99,14.24
Hammerheim,1,14.78,20.99,15.1
Insidious Dreams,1,14.84,13.99,18.74
"Urza, Lord High Artificer",1,14.96,19.99,13.97
All Will Be One,1,15.25,14.99,12.3
Thundering Falls,1,15.46,20.99,14.93
Final Fortune,10,15.49,10.99,9.32
Snapcaster Mage,1,15.59,18.99,18.3
Chalice of the Void,1,15.72,24.99,18.01
Spellseeker,2,15.8,24.99,16.99
"Ashaya, Soul of the Wild",1,15.83,17.99,14.57
Subtlety,1,15.87,17.99,13.19
Bolas's Citadel,3,16.01,10.99,10.42
Grand Abolisher,9,16.29,20.99,16.49
Gamble,12,16.43,19.99,16.67
Dance of the Dead,1,16.47,18.99,17.39
Mystical Tutor,10,16.53,20.99,16.63
Wooded Foothills,14,16.61,22.99,15.63
Entomb,1,16.64,18.99,14.57
Diabolic Intent,8,16.65,18.99,15.08
Knuckles the Echidna,2,16.87,21.99,17.39
Training Center,2,17.14,22.99,16.67
Pact of Negation,15,17.24,21.99,16.38
Grand Arbiter Augustin IV,1,17.28,16.99,15.61
Voice of Victory,9,17.28,27.99,17.58
Warrior's Oath,3,17.32,21.99,18.15
Bloodstained Mire,15,17.58,20.99,13.54
Altar of Dementia,1,17.78,20.99,16.76
Necromancy,1,17.85,21.99,20.3
Sea of Clouds,3,17.86,27.99,18.75
Beseech the Mirror,10,17.93,23.99,20.23
Opposition Agent,8,17.99,22.99,18.75
"Boseiju, Who Shelters All",1,18.11,20.99,17.53
Super Shredder,1,18.12,20.99,17.51
"Ob Nixilis, Captive Kingpin",1,18.32,19.99,16.31
Polluted Delta,20,18.69,27.99,18.72
Tarnished Citadel,7,18.74,5.49,4.22
Grinding Station,4,19.0,16.99,12.84
Pirated Copy,1,19.45,9.99,18.18
"Tezzeret, Cruel Captain",4,19.88,27.99,17.69
"Linvala, Keeper of Silence",1,20.06,23.99,19.68
"Lumra, Bellow of the Woods",1,20.1,29.99,20.11
Bloodchief Ascension,1,20.16,22.99,15.39
Riverpyre Verge,1,20.32,27.99,20.1
Hexing Squelcher,10,20.38,27.99,19.52
Goblin Welder,1,21.9,23.99,25.0
Charismatic Conqueror,1,22.25,24.99,20.05
Tangle Wire,1,22.31,9.99,10.97
Tiller Engine,1,23.92,37.99,24.7
Thassa's Oracle,11,23.95,27.99,19.39
The Cabbage Merchant,5,24.05,37.99,22.85
City of Solitude,1,24.52,9.99,11.24
"Mikaeus, the Unhallowed",1,24.8,27.99,26.05
Prismatic Vista,2,25.22,47.99,26.81
Worldly Tutor,1,25.42,32.99,24.71
Grim Tutor,4,25.66,24.99,24.76
Phyrexian Tower,7,26.08,42.99,25.41
The Meathook Massacre,1,26.25,32.99,26.82
"Nissa, Resurgent Animist",1,26.56,37.99,27.6
Deadly Rollick,8,26.62,24.99,26.03
Verdant Catacombs,19,26.94,37.99,29.06
"Otawara, Soaring City",17,27.2,42.99,28.13
Green Sun's Zenith,4,27.26,32.99,27.61
Natural Order,1,27.57,21.99,16.29
Sylvan Library,3,27.66,27.99,26.02
Dosan the Falling Leaf,1,27.68,39.99,36.54
Morphic Pool,3,28.0,37.99,28.13
Tymna the Weaver,4,28.69,13.99,11.12
Arid Mesa,15,28.7,39.99,30.72
Talon Gates of Madara,6,29.32,29.99,30.99
Cyclonic Rift,2,29.53,34.99,29.43
Trinisphere,2,29.56,42.99,30.95
Field of the Dead,1,29.58,29.99,28.85
Delighted Halfling,6,29.68,37.99,28.64
Serra Ascendant,1,30.18,29.99,29.13
Marsh Flats,19,30.51,42.99,29.69
Displacer Kitten,3,30.87,34.99,26.8
"Yawgmoth, Thran Physician",1,31.09,32.99,27.71
Consecrated Sphinx,1,31.26,27.99,28.98
Exploration,2,32.2,39.99,32.02
Tainted Pact,14,32.54,37.99,31.26
Mana Confluence,20,32.7,47.99,35.06
Scroll Rack,1,32.85,27.99,18.74
"Delney, Streetwise Lookout",1,33.24,44.99,31.24
Solitude,1,33.5,44.99,36.75
Portal to Phyrexia,1,33.64,54.99,43.08
"Thrasios, Triton Hero",4,33.76,23.99,19.69
Maralen of the Mornsong,1,33.8,29.99,36.69
Lotus Petal,24,33.98,42.99,35.07
Sakashima of a Thousand Faces,1,34.39,27.99,14.57
Enlightened Tutor,11,35.01,37.99,25.1
Misty Rainforest,18,35.53,39.99,36.45
"Wan Shi Tong, Librarian",5,35.87,54.99,34.9
Agatha's Soul Cauldron,4,36.08,39.99,37.5
Necropotence,9,36.75,24.99,32.08
Chromatic Orrery,1,37.24,44.99,30.94
Ranger-Captain of Eos,10,37.73,54.99,38.88
Vivi Ornitier,2,37.78,42.99,37.87
Scalding Tarn,16,38.31,44.99,39.58
Jeska's Will,10,40.53,47.99,40.62
Ocelot Pride,2,40.69,57.99,40.79
Urza's Saga,8,41.59,49.99,39.43
Food Chain,1,42.64,29.99,40.57
"Ragavan, Nimble Pilferer",13,43.41,54.99,46.33
Sensei's Divining Top,4,43.41,54.99,40.1
Finale of Devastation,5,44.54,69.99,50.5
Scapeshift,1,47.06,54.99,49.15
Amulet of Vigor,1,49.24,57.99,50.45
Badgermole Cub,4,49.35,79.99,48.97
Orcish Bowmasters,10,49.47,54.99,50.54
Roaming Throne,2,49.48,54.99,47.45
Mana Vault,25,50.0,109.99,93.78
Smothering Tithe,9,50.01,59.99,53.14
"Boseiju, Who Endures",8,50.05,69.99,42.71
Allosaurus Shepherd,1,50.6,54.99,50.38
Gemstone Caverns,25,50.65,69.99,55.94
Cavern of Souls,11,51.51,54.99,48.84
Force of Negation,11,52.12,69.99,48.95
"Nykthos, Shrine to Nyx",1,52.15,69.99,51.99
Mana Drain,1,52.66,64.99,54.26
Vampiric Tutor,17,53.35,54.99,48.25
Firestorm,1,53.58,9.49,9.26
Fierce Guardianship,16,53.89,79.99,56.83
"Minamo, School at Water's Edge",1,54.84,74.99,56.29
"Urborg, Tomb of Yawgmoth",1,55.55,69.99,60.94
Esper Sentinel,11,57.79,69.99,62.77
Rhystic Study,17,61.53,74.99,58.31
Copy Artifact,1,61.75,79.99,60.42
Force of Will,17,62.64,32.99,20.25
Demonic Tutor,17,63.94,69.99,61.47
Deflecting Swat,15,65.34,94.99,68.48
"Greymond, Avacyn's Stalwart",1,67.34,89.99,66.79
Mox Amber,17,75.78,94.99,81.27
"Sheoldred, the Apocalypse",1,96.04,119.99,78.12
Shallow Grave,1,99.75,159.99,106.97
The One Ring,6,106.14,109.99,93.78
Null Rod,1,113.7,129.99,118.15
Ancient Tomb,24,125.97,57.99,70.84
Chrome Mox,23,152.41,54.99,39.59
Imperial Seal,15,163.39,199.99,171.93
Savannah,4,195.82,279.99,241.79
Plateau,7,200.0,199.99,255.27
Wheel of Fortune,4,210.0,249.99,260.47
Bayou,5,232.81,229.99,247.48
Mox Opal,17,234.22,249.99,229.24
Badlands,9,235.61,279.99,250.16
Yawgmoth's Will,5,245.26,47.99,40.47
Earthcraft,1,260.45,349.99,312.6
Tropical Island,6,275.0,349.99,380.84
Tundra,9,278.32,279.99,318.64
Taiga,2,300.0,229.99,252.16
Volcanic Island,10,305.76,499.99,386.56
Scrubland,8,314.6,299.99,304.14
Intuition,4,356.55,499.99,416.8
Underground Sea,12,393.31,329.99,573.07
Transmute Artifact,2,396.45,649.99,364.7
Survival of the Fittest,1,396.95,94.99,119.83
Grim Monolith,8,470.23,42.99,51.52
Nether Void,1,507.99,599.99,547.03
City of Traitors,17,538.42,57.99,90.04
Timetwister,1,798.33,1099.99,989.88
Lion's Eye Diamond,14,816.91,899.99,890.91
Mox Diamond,22,1128.58,1499.99,1405.65
Chains of Mephistopheles,1,1183.06,1399.99,1406.7
Gaea's Cradle,6,1622.57,329.99,468.88
The Tabernacle at Pendrell Vale,1,2899.99,4299.99,3332.31
